CPU,RAM,Storage,GPU,ScreenSize,ScreenType,TouchType,Form,Region,Price in INR
42,15,40,28,13,FHD,Touch,Laptop,CAN,581572.6917
20,3,56,28,14,FHD,Non-Touch,Laptop,IND,74577.888
22,15,23,5,15,FHD,Non-Touch,Laptop,GBR,826376.614
25,7,4,19,10,FHD,Non-Touch,Desktop,FRA,548538.9
12,15,41,28,10,FHD,Non-Touch,Laptop,AUS,514108.98
25,15,23,5,27,FHD,Touch,Desktop,IND,913124.828
6,16,23,28,10,FHD,Non-Touch,Desktop,FRA,395395.518
20,3,56,26,17,UHD,Non-Touch,Laptop,BRA,1720680.511
20,3,39,5,13,UHD,Touch,Laptop,CHN,2657125.8
20,3,52,26,17,FHD,Touch,Desktop,CAN,2312301.592
20,15,54,7,15,FHD,Non-Touch,Laptop,BRA,1722942.371
25,13,23,5,15,FHD,Non-Touch,Laptop,CAN,445767.14
5,15,51,28,12,HD+,Touch,Laptop,FRA,790353.711
13,15,5,6,15,UHD,Touch,Laptop,FRA,716093.49
25,16,23,28,15,FHD,Touch,Laptop,FRA,457163.469
10,13,54,5,15,FHD,Non-Touch,Laptop,GER,577794.672
20,15,41,28,10,FHD,Non-Touch,Desktop,IND,596995.63
25,15,5,14,10,FHD,Non-Touch,Desktop,CAN,723144.24
6,15,40,28,12,QHD+,Touch,Laptop,CAN,713176.7097
40,13,23,28,10,FHD,Non-Touch,Desktop,AUS,354041.3741
35,7,55,31,10,FHD,Non-Touch,Desktop,AUS,4457994.744
20,15,54,7,17,FHD,Non-Touch,Laptop,BRA,1212752.83
10,3,56,26,10,FHD,Non-Touch,Desktop,FRA,1314567.135
20,15,4,28,13,UHD,Touch,Laptop,FRA,661493.385
42,3,23,28,10,FHD,Non-Touch,Desktop,GER,275386.174
20,7,34,3,10,FHD,Non-Touch,Desktop,IND,2248857.688
20,3,4,5,10,FHD,Non-Touch,Desktop,IND,1007522.586
20,16,4,7,15,FHD,Touch,Laptop,BRA,1194377.745
25,3,23,35,15,FHD,Non-Touch,Laptop,GER,415718.94
20,7,37,7,15,FHD,Non-Touch,Laptop,FRA,1255513.392
25,3,23,19,10,FHD,Non-Touch,Desktop,AUS,664708.275
20,15,70,28,13,FHD,Non-Touch,Laptop,CHN,1539253.8
20,3,23,3,17,FHD,Non-Touch,Laptop,IND,2520824.796
20,3,54,18,10,FHD,Non-Touch,Desktop,AUS,916634.355
44,3,23,28,10,FHD,Non-Touch,Desktop,FRA,253012.088
42,13,40,28,13,FHD,Touch,Laptop,IND,509798.5187
20,15,23,18,10,FHD,Non-Touch,Desktop,FRA,1136443.315
12,3,16,9,10,FHD,Non-Touch,Desktop,CAN,959950.2731
1,7,52,3,17,UHD,Non-Touch,Laptop,IND,3930973.648
6,13,40,28,12,FHD+,Touch,Laptop,FRA,618233.28
25,15,41,28,14,HD,Non-Touch,Laptop,CHN,564792.732
20,3,40,18,15,FHD,Non-Touch,Laptop,CHN,1899223.2
20,3,23,14,15,FHD,Touch,Laptop,CAN,1657238.31
35,15,4,28,15,FHD,Touch,Laptop,FRA,503852.3
6,15,54,28,13,FHD,Touch,Laptop,AUS,808818.885
20,3,54,14,14,QHD,Non-Touch,Laptop,IND,1197314.258
10,15,41,14,10,FHD,Non-Touch,Desktop,IND,1028982.066
20,3,56,14,17,FHD,Non-Touch,Laptop,IND,1115128.91
20,7,40,28,15,UHD,Touch,Laptop,FRA,1117362.4
20,7,10,14,17,FHD,Non-Touch,Laptop,FRA,2140375.3
42,15,4,28,13,FHD,Non-Touch,Laptop,GER,426352.234
12,15,40,28,14,FHD,Non-Touch,Laptop,AUS,357475.335
42,13,41,28,14,HD+,Non-Touch,Laptop,AUS,346545.045
25,15,70,35,15,HD+,Non-Touch,Laptop,CHN,441683.676
20,3,54,28,13,QHD+,Non-Touch,Laptop,GBR,1929269.006
25,15,54,28,13,FHD+,Touch,Laptop,AUS,603290.73
25,13,40,28,15,FHD,Non-Touch,Laptop,BRA,447691.0893
20,7,56,2,15,UHD,Non-Touch,Laptop,FRA,1363593.182
22,2,23,3,10,FHD,Non-Touch,Desktop,FRA,2049593.168
20,15,56,26,10,FHD,Non-Touch,Desktop,CAN,1512957.1
15,15,41,28,14,HD+,Non-Touch,Laptop,AUS,329512.995
6,15,54,5,15,FHD,Non-Touch,Laptop,IND,1339297.05
20,3,54,5,15,UHD,Non-Touch,Laptop,BRA,1123861.537
25,15,4,28,15,FHD,Touch,Laptop,IND,720721.344
20,15,4,4,15,FHD,Non-Touch,Laptop,CHN,603050.49
25,15,41,28,13,QHD,Non-Touch,Laptop,AUS,514397.1
25,15,54,28,13,QHD+,Touch,Laptop,IND,1214648.694
22,15,23,12,15,FHD,Non-Touch,Laptop,AUS,819442.26
5,13,40,28,12,QHD+,Touch,Laptop,FRA,497413.455
13,3,4,7,10,FHD,Non-Touch,Desktop,FRA,863656.5
4,15,56,28,10,FHD,Non-Touch,Desktop,GER,373429.98
35,15,23,10,15,FHD,Non-Touch,Laptop,GER,450580.6858
20,3,4,28,14,FHD,Non-Touch,Laptop,FRA,695793.042
20,3,4,7,15,UHD,Non-Touch,Laptop,FRA,1153796.091
20,3,54,28,14,QHD,Non-Touch,Laptop,FRA,1173406.962
25,15,54,14,17,FHD,Non-Touch,Laptop,IND,817747.434
20,3,56,3,17,UHD,Non-Touch,Laptop,IND,2348567.452
20,3,23,28,15,FHD,Touch,Laptop,USA,998428.536
20,3,54,5,17,FHD,Non-Touch,Laptop,FRA,763833.056
20,7,39,28,15,FHD,Non-Touch,Laptop,CHN,1451368.8
10,15,54,28,15,FHD,Non-Touch,Laptop,AUS,733425.21
22,3,49,28,15,UHD,Non-Touch,Laptop,AUS,1790249.685
35,15,54,12,17,FHD,Non-Touch,Laptop,BRA,916477.4119
20,15,41,3,15,FHD,Non-Touch,Laptop,IND,2111790.422
20,15,13,14,10,FHD,Non-Touch,Desktop,FRA,805797.993
20,15,41,13,13,QHD+,Touch,Laptop,FRA,836332
22,3,55,11,10,FHD,Non-Touch,Desktop,CAN,3026106.72
20,15,49,5,15,FHD,Non-Touch,Laptop,FRA,620304.951
13,15,56,7,10,FHD,Non-Touch,Desktop,IND,1244364.87
20,3,23,9,10,FHD,Non-Touch,Desktop,AUS,1481654.16
22,15,56,26,15,FHD,Non-Touch,Laptop,FRA,1413293
20,7,54,7,18,FHD,Non-Touch,Laptop,BRA,3600406.097
20,15,31,17,10,FHD,Non-Touch,Desktop,FRA,811432.944
25,15,56,5,17,FHD,Non-Touch,Laptop,FRA,845872.951
4,15,23,32,10,FHD,Non-Touch,Desktop,IND,751484.888
20,3,56,2,15,FHD,Non-Touch,Laptop,AUS,2229148.845
6,15,40,1,15,FHD,Non-Touch,Laptop,IND,667399.6574
20,7,60,3,17,FHD,Non-Touch,Laptop,FRA,2134988.1
25,15,53,14,15,FHD,Non-Touch,Laptop,GER,726031.53
12,5,54,19,10,FHD,Non-Touch,Desktop,FRA,714748.888
20,3,56,12,15,FHD,Non-Touch,Laptop,IND,1259222.958
1,3,33,2,17,UHD,Non-Touch,Laptop,BRA,2180804.776
25,15,4,5,10,FHD,Non-Touch,Desktop,IND,500518.83
20,3,39,28,15,FHD,Non-Touch,Laptop,CHN,1269853.2
25,3,41,18,17,FHD,Non-Touch,Laptop,FRA,1074142.839
25,14,53,28,15,UHD,Non-Touch,Laptop,FRA,286561.8
20,3,28,19,10,FHD,Non-Touch,Desktop,FRA,827504.02
20,13,53,19,15,FHD,Non-Touch,Laptop,FRA,577626
22,3,55,26,10,FHD,Non-Touch,Desktop,FRA,1431483.9
12,15,40,28,13,FHD,Touch,Laptop,FRA,608677.839
42,13,40,28,14,HD+,Touch,Laptop,BRA,430941.37
25,15,25,28,13,UHD,Non-Touch,Laptop,GBR,1138428.928
20,13,23,28,10,FHD,Non-Touch,Desktop,FRA,627765.6
25,15,40,28,13,HD,Non-Touch,Laptop,BRA,1056823.472
20,3,1,12,15,FHD,Non-Touch,Laptop,GER,1366557.766
7,15,39,28,15,FHD,Non-Touch,Laptop,AUS,357479.64
22,13,54,12,17,FHD,Non-Touch,Laptop,FRA,867836.2
20,3,17,2,10,FHD,Non-Touch,Desktop,FRA,1499672.79
1,7,23,14,15,FHD,Non-Touch,Laptop,CAN,2255131.97
20,15,56,5,10,FHD,Non-Touch,Desktop,FRA,727292.727
20,3,56,19,15,FHD,Touch,Laptop,CAN,1315994.999
22,8,59,14,10,FHD,Non-Touch,Desktop,FRA,1410954.727
20,16,56,19,15,FHD,Touch,Laptop,BRA,1148154.427
25,15,41,28,14,UHD,Touch,Laptop,FRA,546517.713
25,15,4,35,17,FHD,Non-Touch,Laptop,CAN,712261.55
20,7,23,7,15,FHD,Non-Touch,Laptop,FRA,1573497.8
9,15,23,32,10,FHD,Non-Touch,Desktop,FRA,425886.657
6,7,23,5,15,FHD,Non-Touch,Laptop,FRA,495508.713
20,3,41,14,15,FHD,Non-Touch,Laptop,IND,2078050.8
19,7,55,31,10,FHD,Non-Touch,Desktop,CAN,4754740.491
25,15,4,28,17,HD+,Non-Touch,Laptop,BRA,558094.6333
20,3,3,7,10,FHD,Non-Touch,Desktop,FRA,885352.622
40,15,23,28,15,HD+,Non-Touch,Laptop,USA,291306.209
20,13,53,28,15,HD,Non-Touch,Laptop,FRA,343730.1
25,15,4,19,17,FHD,Touch,Laptop,IND,1127695.674
42,13,40,28,14,HD+,Non-Touch,Laptop,BRA,442690.5018
20,3,41,28,13,QHD+,Touch,Laptop,AUS,1104489.54
4,15,23,28,10,FHD,Non-Touch,Desktop,USA,477110.088
22,7,43,11,10,FHD,Non-Touch,Desktop,GBR,2707427.268
20,15,16,26,10,FHD,Non-Touch,Desktop,FRA,1337829.129
20,3,54,26,15,UHD,Touch,Laptop,IND,2622001.536
8,15,41,7,10,FHD,Non-Touch,Desktop,AUS,2172775.163
20,7,4,19,17,FHD,Non-Touch,Laptop,FRA,1113307.3
25,15,53,19,15,FHD,Non-Touch,Laptop,FRA,633667.545
42,14,23,28,10,FHD,Non-Touch,Desktop,FRA,437359.587
20,3,56,18,15,UHD,Non-Touch,Laptop,AUS,2010848.28
22,3,55,3,17,FHD,Non-Touch,Laptop,IND,2888472.44
8,7,14,31,10,FHD,Non-Touch,Desktop,FRA,2269497.559
28,13,40,28,12,FHD+,Touch,Laptop,GER,935174.898
20,7,54,28,15,UHD,Touch,Laptop,IND,2918424.356
25,3,41,28,15,FHD,Touch,Laptop,USA,1080035.712
10,15,4,17,17,FHD,Non-Touch,Laptop,FRA,957816.517
44,15,41,28,14,FHD,Non-Touch,Laptop,AUS,383662.125
20,16,5,5,17,FHD,Non-Touch,Laptop,FRA,704889.752
25,15,41,28,12,FHD,Touch,Laptop,FRA,746852.4
6,3,54,28,13,FHD+,Non-Touch,Laptop,FRA,1357525.4
35,7,70,10,15,FHD,Touch,Laptop,FRA,865426.8
12,15,41,5,15,FHD,Non-Touch,Laptop,FRA,529192.44
22,3,16,26,10,FHD,Non-Touch,Desktop,GBR,2321081.686
26,13,23,28,21,FHD,Touch,Desktop,FRA,322965.489
20,7,64,14,10,FHD,Non-Touch,Desktop,FRA,1261478.4
20,16,4,14,17,FHD,Non-Touch,Laptop,FRA,925728.412
6,1,23,5,15,FHD,Non-Touch,Laptop,BRA,615732.7901
20,15,70,28,17,UHD,Non-Touch,Laptop,FRA,590218.433
22,3,52,18,10,FHD,Non-Touch,Desktop,FRA,1186996.391
6,10,23,28,23,FHD,Touch,Desktop,FRA,643782.426
42,13,39,28,14,HD+,Non-Touch,Laptop,AUS,354029.76
12,3,4,9,10,FHD,Non-Touch,Desktop,FRA,686692.37
6,15,40,28,12,FHD,Touch,Laptop,AUS,720321.84
2,16,23,7,10,FHD,Non-Touch,Desktop,IND,438264.6142
25,15,56,19,17,FHD+,Non-Touch,Laptop,BRA,954657.2986
20,16,4,7,17,FHD,Touch,Laptop,BRA,1669435.653
20,15,67,28,17,FHD,Touch,Laptop,FRA,904462.335
10,15,23,12,17,FHD,Non-Touch,Laptop,FRA,804082.342
12,15,41,28,13,FHD,Non-Touch,Laptop,AUS,575284.92
25,15,56,32,15,FHD,Non-Touch,Laptop,AUS,588399.105
22,7,37,26,17,FHD,Non-Touch,Laptop,FRA,1883062.314
20,3,54,26,15,FHD,Non-Touch,Laptop,CAN,1998350.008
22,3,56,26,10,FHD,Non-Touch,Desktop,IND,1808035.53
12,15,23,8,10,FHD,Non-Touch,Desktop,FRA,691878.81
20,3,64,14,17,FHD,Non-Touch,Laptop,FRA,1502094.3
10,15,52,19,15,FHD,Non-Touch,Laptop,FRA,839300
20,3,16,11,10,FHD,Non-Touch,Desktop,AUS,3428259.339
20,8,54,2,15,FHD,Non-Touch,Laptop,GBR,2778534.122
25,15,23,18,10,FHD,Non-Touch,Desktop,FRA,963367.293
35,15,23,32,15,FHD,Non-Touch,Laptop,GER,563281.5972
20,7,59,7,17,QHD,Non-Touch,Laptop,FRA,2094112.244
20,3,23,3,10,FHD,Non-Touch,Desktop,FRA,1580788.251
6,13,39,28,15,HD,Non-Touch,Laptop,CHN,308420.8848
25,3,52,28,15,FHD,Touch,Laptop,FRA,594283.2
25,3,76,19,10,FHD,Non-Touch,Desktop,IND,1102286.262
12,15,56,19,10,FHD,Non-Touch,Desktop,CAN,1208927.72
1,7,23,5,15,FHD,Non-Touch,Laptop,IND,2339181.614
15,13,40,28,13,FHD,Non-Touch,Laptop,AUS,394871.4
6,15,23,19,10,FHD,Non-Touch,Desktop,FRA,934140.9
19,3,4,3,10,FHD,Non-Touch,Desktop,FRA,3033022.223
20,7,64,5,17,FHD,Non-Touch,Laptop,FRA,1523923.1
10,16,41,19,15,FHD,Non-Touch,Laptop,FRA,661632.216
25,15,39,28,14,FHD,Non-Touch,Laptop,AUS,340313.61
25,15,53,5,15,FHD,Non-Touch,Laptop,FRA,569246.202
8,3,44,31,10,FHD,Non-Touch,Desktop,IND,2880082.362
12,15,70,18,10,FHD,Non-Touch,Desktop,FRA,650712.16
6,15,23,8,10,FHD,Non-Touch,Desktop,CAN,1072060.79
20,3,54,14,15,FHD,Touch,Laptop,AUS,2057652.125
25,3,41,28,13,FHD,Non-Touch,Laptop,FRA,1261112.118
20,15,5,19,15,FHD,Non-Touch,Laptop,FRA,1020102.153
4,15,4,28,10,FHD,Non-Touch,Desktop,FRA,431577.153
6,13,23,28,15,HD+,Non-Touch,Laptop,AUS,430654.98
20,3,70,4,15,FHD,Non-Touch,Laptop,GER,919130.926
20,15,56,19,17,FHD,Touch,Laptop,BRA,1384215.525
25,15,56,5,15,FHD,Touch,Laptop,IND,1072437.1
12,3,56,3,10,FHD,Non-Touch,Desktop,IND,1773122.988
6,15,5,28,27,UHD,Touch,Desktop,BRA,1461212.571
19,3,23,3,10,FHD,Non-Touch,Desktop,IND,3678925.53
20,13,41,14,10,FHD,Non-Touch,Desktop,FRA,716480.583
10,15,23,28,10,FHD,Non-Touch,Desktop,FRA,554672.076
25,13,39,28,15,HD+,Non-Touch,Laptop,AUS,548568.72
20,3,70,28,15,FHD,Touch,Laptop,CHN,1704817.8
5,15,41,28,10,FHD,Non-Touch,Laptop,CAN,1552334.42
22,1,55,17,10,FHD,Non-Touch,Desktop,FRA,1078436.541
25,13,4,28,15,HD,Non-Touch,Laptop,FRA,422512.3
25,3,49,28,13,UHD,Non-Touch,Laptop,AUS,1546584.48
20,7,56,2,10,FHD,Non-Touch,Desktop,FRA,1363731.978
22,3,54,26,15,FHD,Non-Touch,Laptop,CAN,2461330.872
25,15,4,5,15,FHD,Non-Touch,Laptop,IND,850784.956
20,3,46,14,15,UHD,Non-Touch,Laptop,CAN,1318066.75
2,15,4,5,10,FHD,Non-Touch,Desktop,IND,472351.404
1,3,52,2,17,QHD,Non-Touch,Laptop,FRA,2400291.999
10,3,43,26,10,FHD,Non-Touch,Desktop,GER,4854293.29
20,3,49,28,15,UHD,Touch,Laptop,FRA,1289111.943
35,7,60,3,10,FHD,Non-Touch,Desktop,CAN,5426560.23
22,3,56,12,15,FHD,Non-Touch,Laptop,FRA,923326.971
20,3,70,14,15,FHD,Non-Touch,Laptop,GBR,1564858.316
20,15,23,3,17,QHD,Non-Touch,Laptop,GBR,2313009.916
1,2,70,28,15,UHD,Non-Touch,Laptop,CHN,5350867.2
25,3,54,28,13,QHD+,Non-Touch,Laptop,GBR,2010558.739
25,15,23,5,17,FHD,Non-Touch,Laptop,IND,816605.902
20,7,23,14,15,UHD,Non-Touch,Laptop,BRA,2380637.673
20,3,49,28,15,FHD,Non-Touch,Laptop,AUS,790238.4
7,13,23,28,15,HD+,Non-Touch,Laptop,GER,243245.31
20,7,67,2,10,FHD,Non-Touch,Desktop,AUS,2431678.41
20,15,70,2,10,FHD,Non-Touch,Desktop,GBR,1621182.087
25,16,40,28,15,HD+,Touch,Laptop,CHN,939489.201
2,15,41,10,14,HD+,Touch,Laptop,IND,574432.614
25,7,23,14,10,FHD,Non-Touch,Desktop,USA,880146.9684
6,15,4,14,15,FHD,Non-Touch,Laptop,IND,896275.254
25,15,41,19,10,FHD,Non-Touch,Desktop,IND,1152765.6
6,15,40,5,10,FHD,Non-Touch,Desktop,CAN,1015073.405
20,15,4,14,15,FHD,Non-Touch,Laptop,IND,996605.344
20,3,49,28,13,UHD,Non-Touch,Laptop,AUS,1715367.465
25,15,40,28,15,FHD,Non-Touch,Laptop,IND,527080.512
2,15,41,10,15,HD+,Non-Touch,Laptop,IND,483892.276
6,13,39,28,13,QHD+,Non-Touch,Laptop,CAN,488914.1712
20,3,23,28,13,QHD+,Non-Touch,Laptop,GBR,2698712.975
25,13,53,28,15,FHD,Non-Touch,Laptop,GER,576741.5346
20,1,41,19,15,FHD,Non-Touch,Laptop,AUS,1603751.625
1,7,59,2,15,UHD,Non-Touch,Laptop,FRA,3248866.775
35,15,41,28,15,FHD,Non-Touch,Laptop,GBR,924977.361
20,15,41,28,12,FHD+,Non-Touch,Laptop,BRA,1348212.012
44,13,23,28,15,FHD,Non-Touch,Laptop,CAN,340800.46
25,15,40,28,13,HD+,Non-Touch,Laptop,IND,1130611.454
6,15,56,5,10,FHD,Non-Touch,Desktop,CAN,613092.6438
20,7,23,28,15,FHD,Touch,Laptop,FRA,620016.733
35,15,54,32,17,FHD,Non-Touch,Laptop,IND,730035.32
42,13,41,28,15,FHD,Non-Touch,Laptop,BRA,360396.1449
12,1,70,18,10,FHD,Non-Touch,Desktop,FRA,677885.733
15,13,73,28,10,FHD+,Touch,Laptop,AUS,335256.285
22,15,41,5,15,FHD,Non-Touch,Laptop,CAN,1027009.62
25,3,18,26,10,FHD,Non-Touch,Desktop,IND,1373977.486
20,15,4,5,15,UHD,Non-Touch,Laptop,FRA,790676.677
20,7,70,28,15,FHD,Non-Touch,Desktop,AUS,1463018.445
22,15,70,14,15,FHD,Non-Touch,Laptop,AUS,951090.84
25,13,70,28,15,FHD,Non-Touch,Laptop,GER,607326.384
20,3,56,18,15,FHD,Non-Touch,Laptop,AUS,2385894.42
2,15,23,10,17,HD+,Non-Touch,Laptop,FRA,451323.642
20,3,23,28,12,QHD+,Touch,Laptop,USA,2074569.84
25,3,70,28,15,FHD,Non-Touch,Laptop,GER,962595.396
20,7,52,28,15,UHD,Touch,Laptop,FRA,1170263.5
10,15,4,18,17,FHD,Non-Touch,Laptop,IND,1384377.652
5,13,40,28,14,HD+,Non-Touch,Laptop,CHN,879000.822
12,15,56,10,15,FHD,Non-Touch,Laptop,IND,693426.174
20,1,70,19,10,FHD,Non-Touch,Desktop,AUS,998591.58
20,3,23,28,14,FHD+,Touch,Laptop,CAN,2566145.4
12,15,54,12,17,FHD,Non-Touch,Laptop,FRA,843491.565
20,15,54,26,17,FHD,Non-Touch,Laptop,IND,1781682.826
20,15,54,19,15,FHD,Non-Touch,Laptop,IND,1092692.272
25,15,23,18,15,FHD,Non-Touch,Laptop,FRA,1013031.558
20,15,23,28,27,FHD,Touch,Desktop,CAN,1426782.63
6,13,41,28,12,FHD,Non-Touch,Laptop,AUS,669343.185
20,15,4,19,10,FHD,Non-Touch,Laptop,FRA,931691.53
20,3,46,28,15,FHD,Touch,Laptop,CHN,1341648
19,3,55,11,10,FHD,Non-Touch,Desktop,FRA,2942721.495
20,3,23,2,18,FHD,Non-Touch,Laptop,GBR,5182004.919
12,3,56,10,15,FHD,Touch,Laptop,FRA,932157.135
25,15,54,32,15,FHD,Non-Touch,Desktop,IND,703241.532
25,3,52,19,15,FHD,Non-Touch,Laptop,FRA,1160381.53
15,13,39,28,15,HD+,Non-Touch,Laptop,AUS,292570.74
20,3,54,28,15,FHD,Touch,Laptop,GBR,1572799.746
35,3,54,10,15,FHD,Touch,Laptop,FRA,714744.1
20,15,52,5,17,FHD,Non-Touch,Laptop,FRA,1088631.495
20,3,41,19,17,FHD,Non-Touch,Laptop,CAN,1474246.41
25,15,41,28,12,HD,Non-Touch,Laptop,CHN,1190614.194
20,15,4,28,17,FHD,Touch,Laptop,FRA,838969.439
20,3,23,28,14,FHD,Non-Touch,Laptop,IND,2392429.704
25,2,23,18,10,FHD,Non-Touch,Desktop,FRA,1659019.404
25,7,23,28,15,FHD,Touch,Laptop,FRA,455208.411
20,13,41,28,14,FHD,Non-Touch,Laptop,AUS,724901.3909
12,3,23,26,10,FHD,Non-Touch,Desktop,FRA,1199511.432
25,3,23,3,10,FHD,Non-Touch,Desktop,IND,1125553.402
20,3,5,7,17,FHD,Non-Touch,Laptop,FRA,1642783.674
20,7,54,10,15,UHD,Touch,Laptop,FRA,1757017.5
20,15,54,28,14,FHD+,Touch,Laptop,AUS,906860.43
2,13,40,10,15,HD+,Non-Touch,Laptop,GBR,424479.076
20,3,41,26,15,FHD,Non-Touch,Laptop,IND,2639737.408
20,15,52,5,15,FHD,Non-Touch,Laptop,FRA,944585.334
20,15,53,5,17,FHD,Non-Touch,Laptop,FRA,775521.383
20,7,4,19,10,FHD,Non-Touch,Desktop,AUS,1038110.22
22,15,23,28,10,FHD,Non-Touch,Desktop,GBR,855344.679
25,15,56,5,23,FHD,Non-Touch,Desktop,USA,1184884.848
1,7,56,2,17,UHD,Non-Touch,Laptop,AUS,4293004.905
6,13,39,28,15,HD+,Non-Touch,Laptop,AUS,453732.825
6,15,23,14,10,FHD,Non-Touch,Desktop,FRA,735411.348
42,15,4,28,15,HD+,Non-Touch,Laptop,AUS,469345.59
25,15,41,4,15,FHD,Non-Touch,Laptop,USA,602230.3762
10,3,4,26,10,FHD,Non-Touch,Desktop,IND,1434067.334
10,15,13,34,10,FHD,Non-Touch,Desktop,FRA,1394391.285
22,12,70,11,10,FHD,Non-Touch,Desktop,AUS,2477659.59
20,3,56,7,10,FHD,Non-Touch,Laptop,IND,1469389.572
8,7,61,2,10,FHD,Non-Touch,Desktop,AUS,6952517.565
44,15,23,28,10,FHD,Non-Touch,Desktop,USA,690079.824
42,15,23,28,23,FHD,Touch,Desktop,FRA,544227.222
25,15,25,28,13,FHD,Non-Touch,Laptop,AUS,772181.76
25,15,23,28,23,UHD,Touch,Desktop,FRA,638230.257
20,7,66,7,17,FHD,Non-Touch,Laptop,FRA,1662491.25
25,15,23,29,15,FHD,Non-Touch,Laptop,GER,504136.01
26,13,23,28,10,FHD,Non-Touch,Desktop,FRA,350271.243
22,15,70,18,10,FHD,Non-Touch,Desktop,FRA,1340771.208
25,15,41,28,14,FHD,Touch,Laptop,AUS,725208.12
25,15,56,28,23,FHD,Non-Touch,Desktop,AUS,812256.4296
20,7,60,19,15,FHD,Non-Touch,Laptop,FRA,860736.8
22,1,23,17,17,FHD,Non-Touch,Laptop,FRA,1586331.187
12,15,54,17,15,FHD,Non-Touch,Laptop,AUS,928907.28
20,3,23,19,17,FHD,Non-Touch,Laptop,AUS,2126747.07
44,15,23,28,23,FHD,Non-Touch,Desktop,FRA,556533.166
12,15,23,3,10,FHD,Non-Touch,Desktop,FRA,1328241.145
20,3,23,28,14,UHD,Non-Touch,Laptop,IND,2404101.084
20,3,56,19,15,FHD,Non-Touch,Laptop,GBR,1545077.359
22,15,56,19,10,FHD,Non-Touch,Desktop,AUS,1067506.545
20,7,59,2,18,FHD,Non-Touch,Laptop,BRA,5492865.117
25,7,23,17,15,FHD,Non-Touch,Laptop,IND,1618534.61
6,15,41,28,14,HD+,Non-Touch,Laptop,AUS,651224.07
13,15,23,1,15,FHD,Non-Touch,Laptop,GER,894700.8
10,15,23,34,10,FHD,Non-Touch,Desktop,FRA,798831.124
20,15,41,28,14,FHD+,Touch,Laptop,USA,1572442.2
22,3,31,26,10,FHD,Non-Touch,Desktop,FRA,1621793.089
25,1,40,28,14,FHD,Non-Touch,Laptop,BRA,698188.0714
20,15,41,19,17,FHD,Non-Touch,Laptop,AUS,2341655.757
25,3,23,28,15,FHD,Touch,Laptop,FRA,663549.033
25,15,53,14,10,FHD,Non-Touch,Desktop,AUS,670290.915
5,15,70,28,10,FHD,Non-Touch,Desktop,FRA,410942.7
12,15,56,5,10,FHD,Non-Touch,Desktop,FRA,876013.061
20,7,23,18,15,FHD,Non-Touch,Laptop,CHN,3094156.8
22,15,4,18,15,FHD,Non-Touch,Laptop,FRA,1297161.054
20,3,54,28,15,FHD,Non-Touch,Laptop,AUS,913785.6
20,7,55,32,27,UHD,Touch,Desktop,USA,3240071.856
25,11,23,28,15,FHD,Non-Touch,Laptop,GER,667822.372
6,13,23,28,23,FHD,Non-Touch,Desktop,CHN,655146.954
20,15,41,28,10,FHD,Non-Touch,Laptop,AUS,2356314.009
40,13,23,28,14,HD+,Non-Touch,Laptop,CAN,328025.88
19,10,54,11,10,FHD,Non-Touch,Desktop,IND,8490218.59
7,13,39,28,14,FHD,Non-Touch,Laptop,AUS,379712.34
19,7,48,3,10,FHD,Non-Touch,Desktop,IND,5526859.338
20,15,26,14,15,UHD,Touch,Laptop,FRA,1518206.963
20,15,41,7,17,FHD,Non-Touch,Laptop,BRA,1576003.548
12,1,41,18,10,FHD,Non-Touch,Desktop,FRA,744388.477
10,15,54,12,17,FHD,Non-Touch,Laptop,FRA,800174.907
10,3,13,26,10,FHD,Non-Touch,Desktop,FRA,1344718.914
20,3,4,7,17,FHD,Touch,Laptop,IND,1713043.878
7,13,23,28,10,FHD,Non-Touch,Desktop,GER,273150.794
6,3,23,28,23,FHD,Touch,Desktop,FRA,592400.886
20,3,23,7,17,FHD,Non-Touch,Laptop,AUS,2451193.815
20,7,7,7,15,FHD,Non-Touch,Laptop,IND,2196072.984
25,3,5,14,15,FHD,Non-Touch,Laptop,FRA,1123976.637
20,7,41,26,15,FHD,Non-Touch,Laptop,USA,2746952.208
20,7,56,7,10,FHD,Non-Touch,Desktop,FRA,1644290.865
25,16,70,28,10,FHD,Non-Touch,Desktop,FRA,457440.851
22,3,54,5,15,FHD,Non-Touch,Laptop,BRA,1393023.841
20,3,41,29,15,FHD,Touch,Laptop,FRA,1144490.844
10,15,56,12,15,FHD,Non-Touch,Laptop,FRA,916990.83
25,15,23,4,15,FHD,Non-Touch,Laptop,CHN,698663.07
25,13,23,35,14,HD+,Touch,Laptop,AUS,606468.135
20,15,23,28,17,HD+,Non-Touch,Laptop,BRA,1000242.985
5,13,39,28,10,FHD,Non-Touch,Desktop,GER,698602.8
7,15,54,28,14,FHD,Non-Touch,Laptop,AUS,524148.03
35,3,16,11,10,FHD,Non-Touch,Desktop,IND,5274945.858
6,15,54,28,12,UHD,Touch,Laptop,CHN,2205186.984
42,16,23,28,15,FHD,Non-Touch,Laptop,AUS,594938.61
25,3,52,14,10,FHD,Non-Touch,Desktop,IND,1083453.462
26,13,40,28,14,HD+,Non-Touch,Laptop,AUS,318882.795
20,3,54,5,13,QHD,Touch,Laptop,IND,2696221.766
25,3,7,28,13,FHD,Non-Touch,Laptop,FRA,2393290.795
